customer_id,split
9347-AERRL,train
5293-WXJAK,train
5014-WUQMG,train
5712-VBOXD,train
1271-UODNO,train
4940-KHCWD,train
5913-INRQV,train
6631-HMANX,train
0596-BQCEQ,train
9030-QGZNL,train
6680-NENYN,train
9402-CXWPL,train
4291-TPNFG,train
4912-PIGUY,train
4086-WITJG,train
8970-ANWXO,train
0011-IGKFF,train
0112-QAWRZ,train
2215-ZAFGX,train
3638-WEABW,train
2363-BJLSL,train
5505-OVWQW,train
8040-MNRTF,train
5730-RIITO,train
7975-TZMLR,train
8107-RZLNV,train
0661-KBKPA,train
1302-UHBDD,train
6496-JDSSB,train
0080-OROZO,train
5156-UMKOW,train
7730-CLDSV,train
6762-NSODU,train
6267-DCFFZ,train
0750-EBAIU,train
4598-XLKNJ,train
2903-YYTBW,train
7426-GSWPO,train
1228-FZFRV,train
5075-JSDKI,train
4800-CZMPC,train
2607-DHDAK,train
7663-RGWBC,train
6923-EFPNL,train
4377-VDHYI,train
1304-BCCFO,train
2890-WFBHU,train
4159-NAAIX,train
1866-NXPSP,train
1725-IQNIY,train
0620-XEFWH,train
8624-GIOUT,train
6621-YOBKI,train
0248-IPDFW,train
4367-NUYAO,train
5743-KHMNA,train
5562-BETPV,train
2688-BHGOG,train
6112-KTHFQ,train
3507-GASNP,train
0107-YHINA,train
6030-REHUX,train
4697-LUPSU,train
2325-ZUSFD,train
3536-IQCTX,train
1842-EZJMK,train
6838-HVLXG,train
2474-LCNUE,train
9867-NNXLC,train
9786-IJYDL,train
8361-LTMKD,train
2725-TTRIQ,train
1561-BWHIN,train
6982-SSHFK,train
6048-NJXHX,train
8285-ABVLB,train
9359-UGBTK,train
0115-TFERT,train
9773-PEQBZ,train
3992-YWPKO,train
6872-HXFNF,train
3120-FAZKD,train
2988-PLAHS,train
5949-EBSQK,train
5144-TVGLP,train
2055-BFOCC,train
8006-PYCSW,train
0674-DGMAQ,train
7740-KKCXF,train
3566-CAAYU,train
5609-IMCGG,train
7690-KPNCU,train
2990-OGYTD,train
4973-RLZVI,train
2839-RFSQE,train
8705-WZCYL,train
4393-GEADV,train
9281-PKKZE,train
4726-DLWQN,train
5804-HYIEZ,train
7892-QVYKW,train
1984-FCOWB,train
3026-ATZYV,train
1047-NNCBF,train
8909-BOLNL,train
0428-IKYCP,train
5956-VKDTT,train
3655-SNQYZ,train
3946-JEWRQ,train
4274-DRSQT,train
8441-SHIPE,train
2789-HQBOU,train
5206-XZZQI,train
5614-DNZCE,train
4328-VUFWD,train
3084-DOWLE,train
0265-PSUAE,train
4958-GZWIY,train
7255-SSFBC,train
2453-SAFNS,train
4522-AKYLR,train
2026-TGDHM,train
3720-DBRWL,train
2460-FPSYH,train
3079-BCHLN,train
2985-JUUBZ,train
7314-OXENN,train
3807-BPOMJ,train
1179-INLAT,train
8756-RDDLT,train
3797-VTIDR,train
7663-ZTEGJ,train
6635-CPNUN,train
5616-PRTNT,train
7606-BPHHN,train
8878-RYUKI,train
4193-IBKSW,train
9143-CANJF,train
8639-NHQEI,train
6685-GBWJZ,train
2585-KTFRE,train
7508-SMHXL,train
7711-GQBZC,train
5569-OUICF,train
4423-JWZJN,train
6656-JWRQX,train
9921-QFQUL,train
1272-ILHFG,train
4138-NAXED,train
4910-GMJOT,train
4707-MAXGU,train
7853-GVUDZ,train
8062-YBDOE,train
4078-SAYYN,train
8207-VVMYB,train
4626-OZDTJ,train
6954-OOYZZ,train
9564-KCLHR,train
5837-LXSDN,train
8945-MUQUF,train
7340-KEFQE,train
0292-WEGCH,train
9661-JALZV,train
4431-EDMIQ,train
1543-LLLFT,train
5035-PGZXH,train
1960-UYCNN,train
2207-QPJED,train
7047-FWEYA,train
4692-NNQRU,train
2798-NYLMZ,train
9618-LFJRU,train
6648-INWPS,train
1122-JWTJW,train
3727-OVPRY,train
1730-ZMAME,train
4538-WNTMJ,train
6322-PJJDJ,train
9060-HJJRW,train
4531-AUZNK,train
5846-QFDFI,train
0128-MKWSG,train
5868-YTYKS,train
2292-XQWSV,train
1452-XRSJV,train
8823-RLPWL,train
9334-GWGOW,train
6996-KNSML,train
8189-XRIKE,train
7054-ENNGU,train
3523-QRQLL,train
6664-FPDAC,train
3900-AQPHZ,train
4565-EVZMJ,train
4652-NNHNY,train
8292-ITGYJ,train
5944-UGLLK,train
1088-CNNKB,train
7968-QUXNS,train
7893-IXHRQ,train
3859-CVCET,train
4385-ZKVNW,train
9891-NQDBD,train
0178-CIIKR,train
2419-FSORS,train
6000-APYLU,train
3810-DVDQQ,train
7395-IGJOS,train
3452-GWUIN,train
4351-QLCSU,train
7074-STDCN,train
1352-VHKAJ,train
8844-TONUD,train
8782-NUUOL,train
6519-ZHPXP,train
3520-FJGCV,train
3583-KRKMD,train
3143-ILDAL,train
7603-USHJS,train
1057-FOGLZ,train
3070-FNFZQ,train
0254-WWRKD,train
8350-NYMVI,train
3211-ILJTT,train
5701-ZIKJE,train
4475-NVTLU,train
1754-GKYPY,train
7905-NJMXS,train
3055-VTCGS,train
6857-TKDJV,train
0655-RBDUG,train
0581-BXBUB,train
6979-TNDEU,train
2595-KIWPV,train
0196-JTUQI,train
0947-MUGVO,train
0354-WYROK,train
5312-TSZVC,train
5248-YGIJN,train
2388-LAESQ,train
6671-NGWON,train
7717-BICXI,train
6345-FZOQH,train
1776-SPBWV,train
5325-UWTWJ,train
2068-WWXQZ,train
0871-OPBXW,train
1583-IHQZE,train
8129-GMVGI,train
4291-SHSBH,train
1015-JPFYW,train
9081-WWXKP,train
8992-OBVDG,train
9746-MDMBK,train
3319-DWOEP,train
9518-IMLHK,train
3774-VBNXY,train
2979-SXESE,train
4910-AQFFX,train
7298-IZWLY,train
7605-BDWDC,train
4254-QPEDE,train
8563-OYMQY,train
4929-BSTRX,train
9054-FOWNV,train
4425-OWHWB,train
8741-LQOBK,train
7716-YTYHG,train
6916-HIJSE,train
9224-VTYID,train
7919-ZODZZ,train
6583-KQJLK,train
0248-PGHBZ,train
3717-LNXKW,train
6479-VDGRK,train
1139-WUOAH,train
9670-BPNXF,train
6047-SUHPR,train
0960-HUWBM,train
6377-WHAOX,train
3454-JFUBC,train
1157-BQCUW,train
8069-YQQAJ,train
5376-PCKNB,train
3298-QEICA,train
8182-PNAGI,train
5442-UTCVD,train
5915-DGNVC,train
7055-VKGDA,train
1907-YLNYW,train
1902-XBTFB,train
6007-TCTST,train
2799-TSLAG,train
6979-ZNSFF,train
6402-SSEJG,train
4625-EWPTF,train
7032-LMBHI,train
1481-ZUWZA,train
7599-NTMDP,train
4039-PIMHX,train
4391-LNRXK,train
9469-WEJBT,train
5605-IYGFG,train
3644-QXEHN,train
6481-ESCNL,train
0723-FDLAY,train
5712-PTIWW,train
1221-GHZEP,train
4952-YSOGZ,train
5236-XMZJY,train
9955-QOPOY,train
3494-JCHRQ,train
1840-BIUOG,train
8746-BFOAJ,train
0842-IWYCP,train
0442-ZXKVS,train
3696-DFHHB,train
3658-QQJYD,train
2960-NKRSO,train
7964-ZRKKG,train
6950-TWMYB,train
3733-LSYCE,train
8896-RAZCR,train
2208-UGTGR,train
1241-FPMOF,train
5549-ZGHFB,train
0384-RVBPI,train
1820-TQVEV,train
2794-XIMMO,train
3585-ISXZP,train
3446-QDSZF,train
9444-JTXHZ,train
2637-FKFSY,train
6576-FBXOJ,train
6177-PEVRA,train
2856-NNASM,train
0057-QBUQH,train
4062-HBMOS,train
7688-AWMDX,train
6234-PFPXL,train
3571-RFHAR,train
8028-PNXHQ,train
9442-JTWDL,train
4361-BKAXE,train
3090-QFUVD,train
0266-CLZKZ,train
2371-JUNGC,train
4825-FUREZ,train
2050-ONYDQ,train
8849-AYPTR,train
1285-OKIPP,train
0311-QYWSS,train
8802-UNOJF,train
7951-VRDVK,train
3746-EUBYR,train
3327-YBAKM,train
8544-JNBOX,train
8838-GPHZP,train
7764-BDPEE,train
9822-OAOVB,train
1775-KWJKQ,train
3186-AJIEK,train
0329-GTIAJ,train
3518-FSTWG,train
5143-WMWOG,train
7427-AUFPY,train
2235-DWLJU,train
6139-ZZRBQ,train
6458-CYIDZ,train
1052-QJIBV,train
5649-TJHOV,train
4833-QTJNO,train
1867-BDVFH,train
8263-QMNTJ,train
4597-ELFTS,train
1810-BOHSY,train
6625-IUTTT,train
8722-PRFDV,train
7279-BUYWN,train
3873-NFTGI,train
0899-LIIBW,train
6629-CZTTH,train
1702-CCFNJ,train
3850-OKINF,train
2091-GPPIQ,train
9027-TMATR,train
5882-CMAZQ,train
7041-TXQJH,train
9845-PEEKO,train
0471-ARVMX,train
1386-ZIKUV,train
0839-QNXME,train
0666-UXTJO,train
5995-WWKKG,train
1982-FEBTD,train
0468-YRPXN,train
2952-QAYZF,train
6036-TTFYU,train
3324-OIRTO,train
9408-HRXRK,train
6734-JDTTV,train
9812-GHVRI,train
5136-KCKGI,train
0661-WCQNQ,train
0142-GVYSN,train
1450-GALXR,train
2808-CHTDM,train
0078-XZMHT,train
4188-PCPIG,train
8535-SFUTN,train
3645-DEYGF,train
3472-QPRCH,train
8180-AKMJV,train
2525-GVKQU,train
2049-BAFNW,train
8952-WCVCD,train
3313-QKNKB,train
9799-CAYJJ,train
5338-YHWYT,train
8173-RXAYP,train
6614-YWYSC,train
3926-CUQZX,train
2639-UGMAZ,train
4840-ORQXB,train
4526-EXKKN,train
4060-LDNLU,train
6156-UZDLF,train
3058-WQDRE,train
6518-KZXCB,train
1049-FYSYG,train
8908-NMQTX,train
3374-PZLXD,train
5973-EJGDP,train
2775-SEFEE,train
6797-UCJHZ,train
3410-YOQBQ,train
8799-OXZMD,train
6508-NJYRO,train
8034-RYTVV,train
5680-LQOGP,train
9070-BCKQP,train
7706-YLMQA,train
1226-JZNKR,train
1078-TDCRN,train
1530-ZTDOZ,train
8707-HOEDG,train
1833-TCXKK,train
7240-FQLHE,train
2684-EIWEO,train
3161-GETRM,train
1269-FOYWN,train
8580-AECUZ,train
2788-CJQAQ,train
9308-ANMVE,train
8763-KIAFH,train
0439-IFYUN,train
3261-CQXOL,train
9026-LHEVG,train
3132-TVFDZ,train
6172-FECYY,train
9073-ZZIAY,train
6295-OSINB,train
1600-DILPE,train
4110-PFEUZ,train
3703-TTEPD,train
5788-YPOEG,train
6265-FRMTQ,train
9391-EOYLI,train
9086-YJYXS,train
3174-RKMOW,train
8544-GOQSH,train
0916-KNFAJ,train
6047-YHPVI,train
0495-RVCBF,train
4828-FAZPK,train
7622-NXQZR,train
1498-DQNRX,train
6386-SZZKH,train
8727-JQFHV,train
2542-HYGIQ,train
8246-SHFGA,train
7901-TBKJX,train
5127-BZENZ,train
2786-GCDPI,train
8980-WQFWL,train
1771-OADNZ,train
4430-YHXGG,train
9114-DPSIA,train
8800-ZKRFW,train
9866-OCCKE,train
2675-OTVVJ,train
6447-EGDIV,train
3018-TFTSU,train
5889-LFOLL,train
1699-TLDLZ,train
3170-NMYVV,train
0432-CAJZV,train
9842-EFSYY,train
0829-XXPLX,train
0080-EMYVY,train
0999-QXNSA,train
5843-TTHGI,train
0635-WKOLD,train
3085-QUOZK,train
5781-BKHOP,train
7322-OCWHC,train
7531-GQHME,train
1591-XWLGB,train
9732-OUYRN,train
0356-OBMAC,train
4537-CIBHB,train
3012-VFFMN,train
1577-HKTFG,train
8375-DKEBR,train
3683-QKIUE,train
4124-MMETB,train
9360-AHGNL,train
1389-WNUIB,train
2761-OCIAX,train
5980-NOPLP,train
2398-YPMUR,train
7321-ZNSLA,train
5542-DHSXL,train
1436-ZMJAN,train
9850-OWRHQ,train
4335-BSMJS,train
9889-TMAHG,train
7989-CHGTL,train
7752-XUSCI,train
8190-ZTQFB,train
2228-BZDEE,train
6563-VRERX,train
8008-OTEZX,train
4635-EJYPD,train
9027-YFHQJ,train
0187-WZNAB,train
2754-XBHTB,train
1193-RTSLK,train
1097-FSPVW,train
5214-NLTIT,train
5917-HBSDW,train
6896-SRVYQ,train
6434-TTGJP,train
0325-XBFAC,train
0722-SVSFK,train
8387-MOJJT,train
4072-IPYLT,train
4999-IEZLT,train
2013-SGDXK,train
0516-VRYBW,train
4807-IZYOZ,train
2586-CWXVV,train
8401-EMUWF,train
5950-AAAGJ,train
4002-BQWPQ,train
3468-DRVQJ,train
5198-EFNBM,train
7621-VPNET,train
9688-YGXVR,train
0366-NQSHS,train
6103-QCKFX,train
2270-CHBFN,train
4702-IOQDC,train
7527-QNRUS,train
8104-OSKWT,train
9805-FILKB,train
6005-OBZPH,train
2703-AMTUL,train
3487-EARAT,train
5446-DKWYW,train
6859-QNXIQ,train
1084-UQCHV,train
2454-RPBRZ,train
8752-GHJFU,train
4194-WHFCB,train
5236-PERKL,train
1320-GVNHT,train
2079-FBMZK,train
5821-MMEIL,train
2455-USLMV,train
9878-TNQGW,train
5419-JKZNQ,train
6425-JWTDV,train
9494-BDNNC,train
6161-UUUTA,train
9057-MSWCO,train
1791-PQHBB,train
2660-EMUBI,train
5386-THSLQ,train
0156-FVPTA,train
9481-SFCQY,train
4704-ERYFC,train
9367-WXLCH,train
8200-KLNYW,train
4822-YCXMX,train
0824-VWDPO,train
8668-KNZTI,train
4869-EPIUS,train
5597-GLBUC,train
2863-IMQDR,train
6821-JPCDC,train
1636-NTNCO,train
2545-LXYVJ,train
4976-LNFVV,train
6921-OZMFH,train
2351-BKRZW,train
3621-CEOVK,train
2080-GKCWQ,train
8584-KMVXD,train
7033-CLAMM,train
1705-GUHPV,train
2930-UOTMB,train
4686-UXDML,train
3214-IYUUQ,train
4111-BNXIF,train
5656-MJEFC,train
3701-SFMUH,train
9530-EHPOH,train
6974-DAFLI,train
2782-LFZVW,train
5996-NRVXR,train
4455-BFSPD,train
9553-DLCLU,train
2181-TIDSV,train
3838-OZURD,train
8650-RHRKE,train
3566-VVORZ,train
5451-MHQOF,train
6284-KMNUF,train
7669-LCRSD,train
0871-URUWO,train
7321-PKUYW,train
3160-TYXLT,train
2504-DSHIH,train
7593-JNWRU,train
2519-ERQOJ,train
2821-WARNZ,train
2108-YKQTY,train
4989-LIXVT,train
9117-SHLZX,train
6925-BAYGL,train
8467-WYNSR,train
3589-PPVKW,train
7114-AEOZE,train
1818-ESQMW,train
5899-MQZZL,train
1452-UZOSF,train
4636-QRJKY,train
7711-YIJWC,train
8747-UDCOI,train
1116-FRYVH,train
0301-KOBTQ,train
6374-NTQLP,train
3779-OSWCF,train
9677-AVKED,train
8543-MSDMF,train
6897-UUBNU,train
5103-MHMHY,train
0623-GDISB,train
0880-TKATG,train
6347-DCUIK,train
1015-OWJKI,train
7346-MEDWM,train
5206-HPJKM,train
7168-HDQHG,train
1915-IOFGU,train
9102-IAYHT,train
9793-WECQC,train
8318-LCNBW,train
0315-LVCRK,train
1431-CYWMH,train
3793-MMFUH,train
7318-EIVKO,train
8277-RVRSV,train
1403-GYAFU,train
9932-WBWIK,train
5609-CEBID,train
1814-DKOLC,train
4636-OLWOE,train
5726-CVNYA,train
7064-JHXCE,train
0266-GMEAO,train
3668-QPYBK,train
2495-KZNFB,train
4361-FEBGN,train
1545-ACTAS,train
5057-LCOUI,train
4628-WQCQQ,train
5688-KZTSN,train
1449-XQEMT,train
7278-CKDNC,train
5624-BQSSA,train
5599-HVLTW,train
0303-WMMRN,train
7009-PCARS,train
2530-FMFXO,train
1518-VOWAV,train
9509-MPYOD,train
3197-NNYNB,train
7128-GGCNO,train
0756-MPZRL,train
7707-PYBBH,train
9361-YNQWJ,train
7611-YKYTC,train
2568-OIADY,train
5727-MYATE,train
8942-DBMHZ,train
3428-XZMAZ,train
4585-HETAI,train
1260-TTRXI,train
7878-JGDKK,train
6994-ORCWG,train
6892-EZDTG,train
7554-NEWDD,train
1722-LDZJS,train
8234-GSZYK,train
4763-PGDPO,train
9392-XBGTD,train
7799-DSEWS,train
3452-ABWRL,train
7016-NVRIC,train
2615-YVMYX,train
6869-FGJJC,train
9374-YOLBJ,train
3154-CFSZG,train
6654-QGBZZ,train
3853-LYGAM,train
5299-RULOA,train
1328-EUZHC,train
9571-EDEBV,train
0096-FCPUF,train
2001-EWBQU,train
4925-LMHOK,train
0772-GYEQQ,train
7634-WSWDB,train
4132-KALRO,train
0420-HLGXF,train
9787-XVQIU,train
4311-QTTAI,train
9631-RXVJM,train
2223-KAGMX,train
9938-ZREHM,train
5222-IMUKT,train
0310-SUCIN,train
3422-GALYP,train
4301-VVZKA,train
8388-DMKAE,train
5626-MGTUK,train
1447-PJGGA,train
1750-CSKKM,train
1265-HVPZB,train
2436-QBZFP,train
2237-ZFSMY,train
9453-PATOS,train
4909-JOUPP,train
4919-IKATY,train
9700-ISPUP,train
0168-XZKBB,train
8582-KRHPJ,train
4797-MIWUM,train
0221-WMXNQ,train
7225-CBZPL,train
7251-XFOIL,train
8220-OCUFY,train
2037-XJFUP,train
3556-BVQGL,train
2712-SYWAY,train
0336-PIKEI,train
7644-OMVMY,train
0524-IAVZO,train
4729-XKASR,train
9121-PHQSR,train
6032-KRXXO,train
3930-ZGWVE,train
9617-UDPEU,train
7758-XKCBS,train
1469-LBJQJ,train
0504-HHAPI,train
5223-UZAVK,train
8217-QYOHV,train
3415-TAILE,train
1167-OYZJF,train
5458-CQJTA,train
9208-OLGAQ,train
3727-RJMEO,train
2796-UUZZO,train
1493-AMTIE,train
5022-KVDQT,train
0114-RSRRW,train
0576-WNXXC,train
7508-DQAKK,train
8033-ATFAS,train
7136-RVDTZ,train
9337-SRRNI,train
5651-CRHKQ,train
0484-JPBRU,train
3106-ULWFW,train
5027-YOCXN,train
3726-TBHQT,train
3620-EHIMZ,train
1310-QRITU,train
3030-YZADT,train
4558-FANTW,train
2599-CIPQE,train
4929-XIHVW,train
4324-BZCKL,train
8824-RWFXJ,train
2135-DQWAQ,train
7879-CGSFV,train
2541-YGPKE,train
7925-PNRGI,train
5906-CVLHP,train
2867-UIMSS,train
0716-BQNDX,train
0970-ETWGE,train
0746-JTRFU,train
4716-MRVEN,train
8717-VCTXJ,train
2219-MVUSO,train
6513-EECDB,train
5697-GOMBF,train
7841-TZDMQ,train
2480-JZOSN,train
0536-ESJEP,train
7353-YOWFP,train
2159-TURXX,train
4884-ZTHVF,train
3863-QSTYI,train
6908-VVYHM,train
1045-LTCYT,train
8393-JMVMB,train
2171-UDMFD,train
7244-KXYZN,train
6599-SFQVE,train
6620-HVDUJ,train
1640-PLFMP,train
0513-RBGPE,train
0827-ITJPH,train
4690-LLKUA,train
5286-YHCVC,train
0733-VUNUW,train
0212-ISBBF,train
3745-HRPHI,train
6424-ELEYH,train
0810-BDHAW,train
4636-TVXVG,train
8100-HZZLJ,train
6867-ACCZI,train
0626-QXNGV,train
5820-PTRYM,train
6851-WEFYX,train
9489-UTFKA,train
4701-LKOZD,train
7036-ZZKBD,train
9873-MNDKV,train
2592-YKDIF,train
3823-KYNQY,train
6211-WHMYA,train
0637-YLETY,train
4546-FOKWR,train
9498-FIMXL,train
2931-VUVJN,train
4654-GGUII,train
1131-SUEKT,train
2853-CWQFQ,train
8276-MQBYC,train
3372-CDXFJ,train
9944-AEXBM,train
3351-NQLDI,train
5088-QZLRL,train
7696-CFTAT,train
8547-NSBBO,train
5054-IEXZT,train
0886-QGENL,train
4234-XTNEA,train
1470-PSXNM,train
0967-BMLBD,train
3283-WCWXT,train
3091-FYHKI,train
8399-YNDCH,train
6114-TCFID,train
6121-VZNQB,train
5825-XJOCM,train
2672-HUYVI,train
9093-FPDLG,train
5539-HIVAK,train
8972-HJWNV,train
3318-OSATS,train
4598-ZADCK,train
5906-BFOZT,train
0048-LUMLS,train
0018-NYROU,train
7774-OJSXI,train
3812-LRZIR,train
7312-XSBAT,train
2107-FBPTK,train
5028-GZLDO,train
3785-KTYSH,train
3062-ICYZQ,train
7302-ZHMHP,train
1265-ZFOSD,train
6559-RAKOZ,train
7670-ZBPOQ,train
3957-LXOLK,train
0916-QOFDP,train
2322-VCZHZ,train
8058-INTPH,train
4878-BUNFV,train
1218-VKFPE,train
5061-PBXFW,train
1254-IZEYF,train
8659-HDIYE,train
6718-BDGHG,train
7703-ZEKEF,train
5970-GHJAW,train
0665-XHDJU,train
4057-FKCZK,train
0412-UCCNP,train
6695-FRVEC,train
0016-QLJIS,train
9221-OTIVJ,train
2000-MPKCA,train
9365-CSLBQ,train
1728-CXQBE,train
9253-QXKBE,train
3195-TQDZX,train
6906-MPARY,train
8229-BUJHX,train
6719-OXYBR,train
6484-LATFU,train
7107-UBYKY,train
5996-DAOQL,train
1187-WILMM,train
4007-NHVHI,train
3902-FOIGH,train
0401-WDBXM,train
9068-VPWQQ,train
0946-CLJTI,train
7524-VRLPL,train
2809-ZMYOQ,train
3977-QCRSL,train
3439-GVUSX,train
2999-AANRQ,train
5277-ZLOOR,train
7742-MYPGI,train
6507-ZJSUR,train
9546-KDTRB,train
2907-ILJBN,train
4750-ZRXIU,train
0533-UCAAU,train
5485-ITNPC,train
0123-CRBRT,train
1009-IRMNA,train
2612-RRIDN,train
2230-XTUWL,train
7140-ADSMJ,train
9480-BQJEI,train
6599-RCLCJ,train
3948-XHGNA,train
7901-IIDQV,train
5168-MQQCA,train
5606-AMZBO,train
0491-KAPQG,train
1324-NLTJE,train
0848-ZGQIJ,train
1468-DEFNC,train
7426-RHZGU,train
4355-HBJHH,train
0365-BZUWY,train
1596-BBVTG,train
6692-UDPJC,train
2996-XAUVF,train
1095-JUDTC,train
3635-JBPSG,train
2632-UCGVD,train
3751-KTZEL,train
5522-NYKPB,train
1796-JANOW,train
7581-EBBOU,train
4816-JBHOV,train
5214-CHIWJ,train
3717-OEAUQ,train
2433-KMEAS,train
4751-ERMAN,train
1177-XZBJL,train
7191-ADRGF,train
6437-UKHMV,train
3995-WFCSM,train
4544-RXFMG,train
6923-AQONU,train
7629-WFGLW,train
4846-WHAFZ,train
4770-UEZOX,train
8189-DUKMV,train
3420-YJLQT,train
3736-BLEPA,train
1407-DIGZV,train
2947-DOMLJ,train
7094-MSZAO,train
2954-PIBKO,train
2682-KEVRP,train
9548-ZMVTX,train
0584-BJQGZ,train
6617-WLBQC,train
2911-WDXMV,train
1013-QCWAM,train
0774-RMNUW,train
9441-QHEVC,train
2190-BCXEC,train
4160-AMJTL,train
4360-PNRQB,train
1866-RZZQS,train
2226-ICFDO,train
4349-GFQHK,train
9823-EALYC,train
7126-RBHSD,train
6432-TWQLB,train
6259-WJQLC,train
6615-NGGZJ,train
7529-ZDFXI,train
5602-BVFMK,train
3486-NPGST,train
1550-EENBN,train
2025-JKFWI,train
0618-XWMSS,train
5299-SJCZT,train
2691-NZETQ,train
2479-BRAMR,train
3707-LRWZD,train
8884-FEEWR,train
0969-RGKCU,train
6087-MVHJH,train
5575-TPIZQ,train
0932-YIXYU,train
5537-UXXVS,train
1208-DNHLN,train
1346-UFHAX,train
8328-SKJNO,train
8749-CLJXC,train
5652-MSDEY,train
9076-AXYIK,train
3896-ZVNET,train
4020-KIUDI,train
5760-IFJOZ,train
7078-NVFAM,train
6900-PXRMS,train
3858-XHYJO,train
4238-HFHSN,train
2480-EJWYP,train
4589-IUAJB,train
3737-GCSPV,train
8167-GJLRN,train
1061-PNTHC,train
5345-BMKWB,train
3522-CDKHF,train
4713-LZDRV,train
0354-VXMJC,train
9385-EHGDO,train
3115-CZMZD,train
0117-LFRMW,train
4360-QRAVE,train
6670-MFRPK,train
3130-ICDUP,train
5207-PLSTK,train
4753-PADAS,train
6229-LSCKB,train
3078-ZKNTS,train
7660-HDPJV,train
2212-LYASK,train
9003-CPATH,train
9168-INPSZ,train
5692-ICXLW,train
1522-VVDMG,train
4486-EFAEB,train
9728-FTTVZ,train
9822-BIIGN,train
4718-WXBGI,train
1023-BQXZE,train
6086-ESGRL,train
0440-UEDAI,train
2656-TABEH,train
6522-OIQSX,train
2408-PSJVE,train
7341-LXCAF,train
1935-IMVBB,train
5202-IVJNU,train
1036-GUDCL,train
1716-LSAMB,train
7691-XVTZH,train
0013-MHZWF,train
9398-MMQTO,train
8718-PTMEZ,train
0594-UFTUL,train
7544-ZVIKX,train
2188-SXWVT,train
8409-WQJUX,train
9958-MEKUC,train
6331-EWIEB,train
5271-DBYSJ,train
3266-FTKHB,train
6933-VLYFX,train
7190-XHTWJ,train
7993-PYKOF,train
2851-STERV,train
5324-KTGCG,train
7665-NKLAV,train
7129-AZJDE,train
2074-GKOWZ,train
6082-GLJIX,train
4211-MMAZN,train
9702-AIUJO,train
5668-MEISB,train
6372-RFVNS,train
1845-ZLLIG,train
6885-PKOAM,train
5519-TEEUH,train
0909-SELIE,train
2037-SGXHH,train
3049-SOLAY,train
9651-GTSAQ,train
8043-PNYSD,train
4548-SDBKE,train
5671-RQRLP,train
3801-HMYNL,train
2186-QZEYA,train
4892-VLANZ,train
3181-VTHOE,train
9128-CPXKI,train
5968-HYJRZ,train
1934-MKPXS,train
7940-UQQUG,train
1304-SEGFY,train
1689-MRZQR,train
3537-RYBHH,train
9531-NSBMR,train
1092-WPIVQ,train
5393-HJZSM,train
4581-SSPWD,train
0334-GDDSO,train
6121-TNHBO,train
2810-FTLEM,train
3727-JEZTU,train
7074-IEVOJ,train
7682-AZNDK,train
3714-JTVOV,train
5384-ZTTWP,train
5018-HEKFO,train
1710-RCXUS,train
2332-TODQS,train
4558-CGYCZ,train
2039-JONDJ,train
7010-ZMVBF,train
4378-BZYFP,train
7486-KSRVI,train
6646-QVXLR,train
3847-BAERP,train
6286-SUUWT,train
0936-NQLJU,train
0508-OOLTO,train
0237-YFUTL,train
4304-XUMGI,train
6599-GZWCM,train
4210-QFJMF,train
4559-UWIHT,train
4236-XPXAV,train
5201-FRKKS,train
2550-AEVRU,train
9804-ICWBG,train
1041-RXHRA,train
1428-IEDPR,train
0822-QGCXA,train
5473-KHBPS,train
3963-RYFNS,train
4612-SSVHJ,train
7014-ZZXAW,train
6158-DWPZT,train
3027-YNWZU,train
4248-HCETZ,train
8532-UEFWH,train
4525-VZCZG,train
7502-BNYGS,train
5228-EXCET,train
3482-ABPKK,train
8623-ULFNQ,train
8595-SIZNC,train
6807-SIWJI,train
8606-CIQUL,train
8019-ENHXU,train
8714-CTZJW,train
0876-WDUUZ,train
8849-PRIQJ,train
8168-UQWWF,train
3654-ARMGP,train
1472-TNCWL,train
9987-LUTYD,train
2225-ZRGSG,train
6542-LWGXJ,train
0541-FITGH,train
4199-QHJNM,train
8755-OGKNA,train
9798-OPFEM,train
9560-ARGQJ,train
4086-ATNFV,train
9135-MGVPY,train
1106-HRLKZ,train
5898-IGSLP,train
5986-WWXDV,train
6810-VCAEX,train
8705-DWKTI,train
4480-QQRHC,train
2974-GGUXS,train
8380-PEFPE,train
5170-PTRKA,train
6777-TGHTM,train
4191-XOVOM,train
6075-SLNIL,train
3647-GMGDH,train
4119-ZYPZY,train
0530-IJVDB,train
4220-TINQT,train
6688-UZPWD,train
0487-CRLZF,train
7449-HVPIV,train
9107-UKCKY,train
8999-YPYBV,train
9938-EKRGF,train
1379-FRVEB,train
4484-GLZOU,train
0455-ENTCR,train
0623-IIHUG,train
4077-CROMM,train
5148-ORICT,train
2122-SZZZD,train
3795-CAWEX,train
3466-RITXD,train
1265-XTECC,train
9470-RTWDV,train
7601-GNDYK,train
5399-ZIMKF,train
8468-FZTOE,train
7549-MYGPK,train
9617-INGJY,train
4750-UKWJK,train
4320-QMLLA,train
7825-ECJRF,train
9817-APLHW,train
6981-TDRFT,train
5669-SRAIP,train
5981-ZVXOT,train
5256-SKJGO,train
3391-JSQEW,train
7017-VFHAY,train
1573-LGXBA,train
8361-LBRDI,train
6559-ILWKJ,train
6082-OQFBA,train
5090-EMGTC,train
0384-LPITE,train
6770-UAYGJ,train
0017-DINOC,train
2263-SFSQZ,train
7249-WBIYX,train
2189-WWOEW,train
2801-NISEI,train
9074-KGVOX,train
